drug_name,adr_term,archetype,true_signal,demographic_minority_flag,T_confirmation,feature_extraction_date,years_since_approval,days_to_signal,notoriety_flag,stimulated_reporting_flag,ground_truth_confidence,temporal_cohort,S1,S2_raw,S2_corrected,S3,S4,S5,S6,S7,weber_factor,prr_raw,S1_score,S2_score,S3_score,S4_score,S5_score,S6_score,S7_score,prr_score,composite_probability,hdi_lower,hdi_upper,hdi_width,dci,uncertainty_flag
Benzodiazepines,Alzheimer Disease,negative,0,0,,2013-01-14,4.791,9999,0,0,0.8,unknown,77.64,27.22,27.22,0.0,0.0,4.55,0.0,30.92,1.0,3.522,0.7764,0.2722,0.0,0.0,0.0455,0.0,0.30920000000000003,0.38377957590409156,0.0015,0.0007,0.0032,0.0025,0.997,False
Duloxetine,Falls Elderly Low Risk,negative,0,1,,2010-05-19,8.33,9999,0,0,0.8,unknown,34.39,60.26,60.26,23.76,17.88,0.0,47.96,40.93,1.0,1.799,0.3439,0.6026,0.2376,0.1788,0.0,0.4796,0.4093,0.26177717596803757,0.0517,0.0233,0.1112,0.0879,0.8965,False
Tolvaptan,Hepatotoxicity,standard,1,0,2013-04-15,2012-10-16,5.307,864,0,0,0.8,2010-2015,100.0,98.67,98.67,79.68,70.49,71.36,50.0,62.16,1.0,2.063,1.0,0.9867,0.7968000000000001,0.7049,0.7136,0.5,0.6215999999999999,0.2847010351969805,0.9994,0.9975,0.9999,0.0024,0.9988,False
Methotrexate,Cardiac Events in RA,negative,0,0,,2011-04-05,13.235,9999,0,0,0.8,unknown,5.42,48.56,48.56,4.85,40.34,26.9,22.42,35.14,1.0,1.313,0.0542,0.48560000000000003,0.048499999999999995,0.40340000000000004,0.26899999999999996,0.2242,0.3514,0.21327125401242217,0.0073,0.0035,0.0151,0.0116,0.9855,False
Temafloxacin,Hemolytic Anemia,silent_killer,1,0,1992-06-15,1991-12-17,7.296,675,0,0,0.8,2000-2005,100.0,16.53,16.53,54.67,65.55,61.66,50.0,55.89,1.0,17.538,1.0,0.1653,0.5467,0.6555,0.6165999999999999,0.5,0.5589,0.7426124533987848,0.9893,0.9653,0.9967,0.0315,0.9785,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2012-09-15,5.236,9999,0,0,0.8,unknown,80.65,79.62,79.62,0.0,54.32,29.08,14.8,33.09,1.0,3.957,0.8065000000000001,0.7962,0.0,0.5432,0.2908,0.14800000000000002,0.3309,0.40713929572946417,0.0653,0.0266,0.1515,0.1249,0.8694,False
Valproate,Pancreatic Cancer,negative,0,0,,2011-01-05,7.52,9999,0,0,0.8,unknown,9.95,3.23,3.23,13.21,39.24,50.7,32.12,40.73,1.0,1.42,0.09949999999999999,0.0323,0.1321,0.3924,0.507,0.3212,0.4073,0.2247728212596856,0.0378,0.0175,0.0798,0.0624,0.9245,False
Lorcaserin,Cardiac Valvulopathy,standard,1,1,2020-01-15,2019-07-18,3.184,1156,0,0,1.0,2020-2025,90.04,96.66,96.66,50.44,92.8,67.65,60.0,56.11,1.0,5.354,0.9004000000000001,0.9666,0.5044,0.9279999999999999,0.6765000000000001,0.6,0.5611,0.47028650519430865,0.9983,0.9935,0.9996,0.006,0.9966,False
ACE Inhibitors,Pancreatic Cancer,negative,0,0,,2011-05-11,3.393,9999,0,0,0.8,unknown,33.66,56.11,56.11,22.46,49.18,28.74,33.94,40.93,1.0,2.601,0.33659999999999995,0.5611,0.22460000000000002,0.4918,0.2874,0.3394,0.4093,0.3258566641417917,0.1262,0.0579,0.2534,0.1955,0.7475,False
Dexfenfluramine,Pulmonary Hypertension,standard,1,0,1997-09-15,1997-03-18,1.025,235,0,0,0.8,2000-2005,89.11,37.75,37.75,59.38,73.56,59.42,75.0,84.95,0.40100378514889456,19.325,0.8911,0.3775,0.5938,0.7356,0.5942000000000001,0.75,0.8495,0.7660186225875408,0.9999,0.9995,1.0,0.0005,0.9998,False
Amlodipine,Cancer,negative,0,0,,2011-12-02,13.734,9999,0,0,0.8,unknown,18.67,71.94,71.94,13.13,34.74,9.42,31.07,25.12,1.0,3.69,0.1867,0.7193999999999999,0.1313,0.34740000000000004,0.0942,0.3107,0.25120000000000003,0.3930572529960775,0.0047,0.0022,0.0097,0.0074,0.9907,False
Pioglitazone,Bladder Cancer,masked_signal,1,1,2011-06-15,2010-12-16,4.442,1066,0,0,0.8,2010-2015,23.07,37.47,37.47,65.26,54.76,53.04,35.0,58.01,1.0,23.045,0.23070000000000002,0.3747,0.6526000000000001,0.5476,0.5304,0.35,0.5801,0.8087660470655929,0.8618,0.6832,0.9475,0.2643,0.7236,False
Methotrexate,Cardiac Events in RA,negative,0,0,,2012-12-30,14.988,9999,0,0,0.8,unknown,0.0,23.38,23.38,36.72,38.47,0.0,30.42,31.73,1.0,3.489,0.0,0.23379999999999998,0.36719999999999997,0.3847,0.0,0.3042,0.3173,0.381916722680128,0.0059,0.0029,0.0119,0.009,0.9882,False
Warfarin,Alzheimer Disease,negative,0,0,,2010-08-03,10.867,9999,0,0,0.8,unknown,0.0,60.47,60.47,22.71,27.99,0.0,0.0,43.69,1.0,1.761,0.0,0.6047,0.2271,0.2799,0.0,0.0,0.43689999999999996,0.2583006032859912,0.0037,0.0017,0.008,0.0064,0.9926,False
Benzodiazepines,Alzheimer Disease,negative,0,1,,2014-03-02,14.401,9999,0,0,0.8,unknown,28.71,39.94,39.94,16.62,15.31,27.54,20.32,36.97,1.0,3.661,0.2871,0.3994,0.16620000000000001,0.1531,0.2754,0.2032,0.3697,0.3914797249856895,0.0111,0.0054,0.0228,0.0174,0.9778,False
Hydroxychloroquine,Retinopathy Minor,negative,0,0,,2012-05-14,13.702,9999,0,0,0.8,unknown,30.31,38.63,38.63,20.03,68.33,0.0,9.92,41.57,1.0,2.686,0.3031,0.38630000000000003,0.2003,0.6833,0.0,0.0992,0.4157,0.3317903643513628,0.024,0.0106,0.0532,0.0426,0.952,False
Bevacizumab,Arterial Thromboembolism,standard,1,0,2011-05-15,2010-11-15,6.335,602,0,0,1.0,2010-2015,42.6,81.9,81.9,70.98,41.1,100.0,50.0,75.9,1.0,11.997,0.426,0.8190000000000001,0.7098,0.41100000000000003,1.0,0.5,0.759,0.6522971263663037,0.9989,0.9955,0.9997,0.0042,0.9978,False
Propoxyphene,Cardiac Conduction Abnormalities,standard,1,0,2010-11-15,2010-05-18,3.081,1151,0,0,1.0,2010-2015,63.28,54.46,54.46,23.82,63.46,82.71,60.0,58.18,1.0,9.04,0.6328,0.5446,0.2382,0.6346,0.8271,0.6,0.5818,0.5866427786283536,0.9836,0.9485,0.9949,0.0465,0.9672,False
Nefazodone,Hepatotoxicity,standard,1,0,2003-01-15,2002-07-18,5.232,488,0,0,1.0,2000-2005,69.91,51.05,51.05,100.0,37.76,41.84,50.0,83.16,1.0,7.186,0.6990999999999999,0.5105,1.0,0.3776,0.41840000000000005,0.5,0.8316,0.5347198920958914,0.9992,0.9969,0.9998,0.0029,0.9985,False
Metoprolol,Cognitive Decline,negative,0,0,,2013-12-19,3.836,9999,0,0,0.8,unknown,9.97,46.24,46.24,0.51,27.15,0.0,0.0,36.43,1.0,3.414,0.09970000000000001,0.46240000000000003,0.0051,0.27149999999999996,0.0,0.0,0.3643,0.37763152452051985,0.0009,0.0004,0.0017,0.0013,0.9983,False
Gabapentin,Suicide,negative,0,1,,2012-03-11,8.669,9999,0,0,0.8,unknown,45.48,7.73,7.73,0.0,57.53,30.15,40.44,45.52,1.0,3.67,0.4548,0.07730000000000001,0.0,0.5753,0.3015,0.4044,0.45520000000000005,0.3919703505806159,0.1399,0.064,0.2789,0.2149,0.7203,False
PPIs,Dementia,negative,0,0,,2010-07-21,4.562,9999,0,0,0.8,unknown,22.25,69.47,69.47,28.15,7.79,47.04,36.91,26.8,1.0,2.834,0.2225,0.6947,0.2815,0.0779,0.4704,0.3691,0.268,0.3418027069761664,0.0197,0.009,0.0426,0.0336,0.9606,False
Infliximab,Hepatosplenic T-cell Lymphoma,silent_killer,1,0,2006-09-15,2006-03-18,0.598,812,1,0,0.6,2005-2010,100.0,10.66,10.66,35.72,44.54,78.4,30.0,52.03,0.25844059056498947,1.639,1.0,0.1066,0.35719999999999996,0.4454,0.784,0.3,0.5203,0.24680648334061694,0.9161,0.7459,0.976,0.2301,0.8323,False
Benzodiazepines,Alzheimer Disease,negative,0,0,,2012-03-12,6.23,9999,0,0,0.8,unknown,38.22,73.14,73.14,33.17,22.6,23.63,21.77,45.03,1.0,3.101,0.3822,0.7314,0.3317,0.226,0.23629999999999998,0.2177,0.45030000000000003,0.35892508423169656,0.0955,0.0418,0.2032,0.1614,0.8091,False
Rivaroxaban,Fatal Bleeding,standard,1,0,2013-03-15,2012-09-15,0.863,407,0,0,0.8,2010-2015,65.21,51.32,51.32,73.26,48.87,30.29,50.0,92.45,0.3504659374618111,14.26,0.6520999999999999,0.5132,0.7326,0.48869999999999997,0.3029,0.5,0.9245,0.6931220456915381,0.9992,0.9964,0.9998,0.0034,0.9983,False
Aspirin,Renal Cell Carcinoma,negative,0,0,,2012-10-02,8.71,9999,0,0,0.8,unknown,55.86,30.28,30.28,0.0,25.47,11.98,9.18,30.35,1.0,3.954,0.5586,0.3028,0.0,0.2547,0.1198,0.09179999999999999,0.3035,0.4069853245141004,0.003,0.0015,0.0061,0.0046,0.994,False
Hydroxyethyl Starch,Renal Failure,standard,1,0,2013-06-15,2012-12-16,6.369,389,0,0,0.8,2010-2015,66.63,78.73,78.73,61.31,35.36,96.71,60.0,74.87,1.0,11.826,0.6663,0.7873,0.6131,0.35359999999999997,0.9671,0.6,0.7487,0.64892866547563,0.9993,0.9971,0.9998,0.0027,0.9985,False
Fluoride,IQ Reduction,negative,0,0,,2010-02-23,7.817,9999,0,0,0.8,unknown,17.16,48.11,48.11,0.0,51.83,21.11,45.25,47.72,1.0,2.039,0.1716,0.48109999999999997,0.0,0.5183,0.21109999999999998,0.4525,0.4772,0.2827003579923477,0.1019,0.0453,0.2134,0.1681,0.7963,False
Fingolimod,Bradycardia,standard,1,0,2010-09-15,2010-03-18,5.13,492,0,0,1.0,2010-2015,52.12,10.15,10.15,70.29,55.4,77.01,60.0,69.35,1.0,15.6,0.5212,0.1015,0.7029000000000001,0.5539999999999999,0.7701,0.6,0.6934999999999999,0.7145288112422953,0.9967,0.9885,0.9991,0.0106,0.9934,False
Levothyroxine,Osteoporosis,negative,0,0,,2011-05-16,14.881,9999,0,0,0.8,unknown,20.37,31.88,31.88,19.05,34.73,0.0,44.05,29.98,1.0,0.701,0.20370000000000002,0.3188,0.1905,0.34729999999999994,0.0,0.44049999999999995,0.2998,0.1351067832185757,0.009,0.0044,0.018,0.0136,0.9821,False
Aprotinin,Renal Failure,standard,1,0,2007-11-15,2007-05-18,2.245,903,0,0,0.6,2005-2010,69.07,72.81,72.81,61.37,52.54,59.42,60.0,84.95,1.0,7.017,0.6907,0.7281,0.6137,0.5254,0.5942000000000001,0.6,0.8495,0.5294141911421737,0.9995,0.9981,0.9999,0.0018,0.9991,False
Venlafaxine,Suicidality Adults Low-risk,negative,0,0,,2010-10-18,4.39,9999,0,0,0.8,unknown,20.97,52.6,52.6,0.0,36.48,18.28,0.0,38.14,1.0,1.427,0.2097,0.526,0.0,0.36479999999999996,0.18280000000000002,0.0,0.3814,0.22550743841865353,0.0034,0.0016,0.0072,0.0056,0.9931,False
Metoprolol,Cognitive Decline,negative,0,0,,2010-02-07,4.595,9999,0,0,0.8,unknown,0.0,36.91,36.91,6.08,43.49,32.92,69.98,31.34,1.0,2.895,0.0,0.3691,0.0608,0.4349,0.3292,0.6998000000000001,0.3134,0.34581739027439845,0.0432,0.0197,0.0919,0.0721,0.9137,False
Bisphosphonates,Esophageal Cancer,negative,0,0,,2013-10-22,8.555,9999,0,0,0.8,unknown,27.01,31.49,31.49,28.11,56.9,0.0,0.0,35.12,1.0,2.767,0.2701,0.31489999999999996,0.2811,0.569,0.0,0.0,0.35119999999999996,0.3373188570905515,0.0062,0.0029,0.0131,0.0101,0.9876,False
Montelukast,Neuropsychiatric Events,negative,0,0,,2012-08-12,14.061,9999,0,0,0.8,unknown,21.72,81.36,81.36,11.76,81.98,0.0,38.31,26.73,1.0,0.74,0.21719999999999998,0.8136,0.1176,0.8198000000000001,0.0,0.3831,0.2673,0.14087224738973375,0.0241,0.0101,0.0564,0.0463,0.9517,False
Sildenafil,Hearing Loss Chronic,negative,0,0,,2013-09-22,9.643,9999,0,0,0.8,unknown,12.49,37.53,37.53,17.01,62.06,1.65,30.28,33.39,1.0,3.559,0.1249,0.3753,0.17010000000000003,0.6206,0.0165,0.3028,0.33390000000000003,0.38585213154025794,0.012,0.0056,0.0252,0.0196,0.9761,False
Vaccines,Autism,negative,0,0,,2010-04-09,12.868,9999,0,0,0.8,unknown,4.18,52.84,52.84,6.39,45.56,1.19,23.74,41.22,1.0,1.011,0.0418,0.5284,0.0639,0.4556,0.011899999999999999,0.23739999999999997,0.4122,0.17768644290220956,0.0084,0.0039,0.0181,0.0142,0.9832,False
Losartan,Alzheimer Disease,negative,0,0,,2011-08-10,5.788,9999,0,0,0.8,unknown,14.9,57.73,57.73,0.0,5.05,0.0,21.63,38.84,1.0,0.528,0.149,0.5772999999999999,0.0,0.050499999999999996,0.0,0.2163,0.3884,0.10782769388747562,0.0022,0.001,0.0045,0.0035,0.9957,False
PPIs,Dementia,negative,0,0,,2012-10-19,4.287,9999,0,0,0.8,unknown,11.93,57.69,57.69,7.99,8.09,16.1,18.42,45.99,1.0,3.133,0.1193,0.5769,0.0799,0.0809,0.161,0.18420000000000003,0.45990000000000003,0.36090194939453124,0.0087,0.004,0.0189,0.0149,0.9826,False
Pemoline,Hepatotoxicity,silent_killer,1,0,2005-10-15,2005-04-17,4.411,1042,0,0,0.8,2005-2010,53.34,37.02,37.02,37.98,83.41,87.98,50.0,64.52,1.0,24.62,0.5334,0.37020000000000003,0.37979999999999997,0.8341,0.8798,0.5,0.6452,0.8249026277956495,0.9935,0.978,0.9981,0.0202,0.9871,False
Quetiapine,Sudden Death (Low Dose),negative,0,0,,2012-02-08,3.104,9999,0,0,0.8,unknown,0.0,42.02,42.02,12.94,52.76,0.0,0.0,43.55,1.0,2.184,0.0,0.4202,0.1294,0.5276,0.0,0.0,0.4355,0.2945548394473621,0.0042,0.0019,0.0091,0.0072,0.9917,False
Efalizumab,PML,silent_killer,1,1,2009-02-15,2008-08-18,7.966,145,0,0,1.0,2005-2010,73.3,35.28,35.28,46.59,57.53,70.59,100.0,65.57,1.0,2.983,0.733,0.3528,0.46590000000000004,0.5753,0.7059000000000001,1.0,0.6557,0.35149964248081567,0.9992,0.997,0.9998,0.0028,0.9983,False
Gadolinium,Nephrogenic Systemic Fibrosis,silent_killer,1,0,2006-12-15,2006-06-17,3.891,976,0,0,0.6,2005-2010,79.61,32.14,32.14,53.94,52.87,71.46,25.0,55.75,1.0,15.488,0.7961,0.3214,0.5394,0.5287,0.7145999999999999,0.25,0.5575,0.7128070024932005,0.945,0.8475,0.9815,0.134,0.89,False
Gadolinium,Nephrogenic Systemic Fibrosis,silent_killer,1,0,2006-12-15,2006-06-17,5.19,152,0,0,1.0,2005-2010,70.04,26.83,26.83,42.85,45.95,51.85,100.0,66.42,1.0,12.103,0.7004,0.2683,0.4285,0.4595,0.5185,1.0,0.6642,0.6543629987578443,0.9975,0.9913,0.9993,0.008,0.9949,False
Nimesulide,Hepatotoxicity,silent_killer,1,0,2002-03-15,2001-09-15,0.666,268,0,0,1.0,2000-2005,89.46,50.45,50.45,53.14,95.53,42.96,75.0,47.83,0.283229805844301,22.043,0.8946,0.5045000000000001,0.5314,0.9553,0.4296,0.75,0.4783,0.7979402773033973,0.9937,0.9772,0.9983,0.0211,0.9875,False
Beta Blockers,Depression (Systematic),negative,0,0,,2011-11-12,5.107,9999,0,0,0.8,unknown,40.97,54.56,54.56,0.0,21.34,0.0,48.04,43.52,1.0,2.017,0.4097,0.5456,0.0,0.2134,0.0,0.4804,0.43520000000000003,0.28085247498928134,0.0386,0.0171,0.0846,0.0675,0.9228,False
Bevacizumab,Arterial Thromboembolism,standard,1,0,2011-05-15,2010-11-15,3.204,868,1,0,1.0,2010-2015,50.65,62.16,62.16,34.83,75.44,87.49,35.0,75.74,1.0,7.292,0.5065,0.6215999999999999,0.3483,0.7544,0.8748999999999999,0.35,0.7574,0.5379921166819057,0.9956,0.9823,0.9989,0.0166,0.9911,False
Pioglitazone,Bladder Cancer,masked_signal,1,0,2011-06-15,2010-12-16,7.87,1168,0,0,0.8,2010-2015,42.33,34.75,34.75,55.72,52.62,41.27,50.0,47.41,1.0,8.899,0.4233,0.3475,0.5572,0.5262,0.4127,0.5,0.47409999999999997,0.583045627165634,0.7616,0.5448,0.8951,0.3503,0.5232,True
Metformin,Pancreatitis,negative,0,0,,2010-05-03,5.905,9999,0,0,0.8,unknown,23.84,70.7,70.7,0.0,0.0,21.1,60.9,43.57,1.0,1.862,0.2384,0.7070000000000001,0.0,0.0,0.21100000000000002,0.609,0.4357,0.26743827915015406,0.0531,0.0228,0.1185,0.0957,0.8938,False
Pioglitazone,Bladder Cancer,masked_signal,1,1,2011-06-15,2010-12-16,3.124,424,0,0,0.8,2010-2015,74.47,44.74,44.74,37.42,94.18,48.07,80.0,47.8,1.0,16.368,0.7447,0.4474,0.37420000000000003,0.9418000000000001,0.4807,0.8,0.478,0.7260315434176678,0.9875,0.9606,0.9961,0.0356,0.975,False
Rimonabant,Psychiatric Disorders,media_panic,1,0,2008-10-15,2008-04-17,5.672,653,0,0,1.0,2005-2010,21.9,92.48,92.48,57.76,60.11,0.0,60.0,41.35,1.0,18.152,0.21899999999999997,0.9248000000000001,0.5776,0.6011,0.0,0.6,0.41350000000000003,0.7508998171849044,0.5031,0.2651,0.7397,0.4746,0.0062,True
Gabapentin,Suicide,negative,0,0,,2010-09-04,9.964,9999,0,0,0.8,unknown,22.32,37.79,37.79,6.27,6.17,28.38,42.66,43.3,1.0,3.034,0.2232,0.3779,0.06269999999999999,0.0617,0.2838,0.4266,0.433,0.3547355782829069,0.0278,0.0129,0.059,0.0461,0.9444,False
Paracetamol,Autism Spectrum Disorder,negative,0,0,,2010-05-22,6.497,9999,0,0,0.8,unknown,19.95,52.86,52.86,0.0,45.71,4.13,38.37,29.67,1.0,2.372,0.19949999999999998,0.5286,0.0,0.4571,0.041299999999999996,0.3837,0.2967,0.30914545905165075,0.0066,0.0032,0.0137,0.0105,0.9868,False
Infliximab,Hepatosplenic T-cell Lymphoma,silent_killer,1,0,2006-09-15,2006-03-18,2.968,115,0,0,0.6,2005-2010,95.09,20.22,20.22,82.2,100.0,45.33,100.0,54.37,1.0,8.16,0.9509000000000001,0.2022,0.8220000000000001,1.0,0.4533,1.0,0.5437,0.5633124114792936,0.9997,0.9986,0.9999,0.0013,0.9993,False
Bromfenac,Hepatotoxicity,silent_killer,1,0,1998-06-15,1997-12-16,6.254,1162,1,0,1.0,2000-2005,75.61,0.0,0.0,81.07,85.54,38.67,80.0,60.67,1.0,23.561,0.7561,0.0,0.8107,0.8554,0.38670000000000004,0.8,0.6067,0.8141662723848633,0.9982,0.9928,0.9995,0.0068,0.9963,False
Valproate,Pancreatic Cancer,negative,0,0,,2011-06-06,9.036,9999,0,0,0.8,unknown,18.1,58.58,58.58,2.32,41.43,10.7,0.0,19.86,1.0,2.834,0.18100000000000002,0.5858,0.0232,0.4143,0.107,0.0,0.1986,0.3418027069761664,0.0005,0.0002,0.0009,0.0006,0.9991,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,5.256,243,0,0,1.0,2005-2010,100.0,50.47,50.47,23.07,0.0,87.33,75.0,95.03,1.0,6.635,1.0,0.5047,0.23070000000000002,0.0,0.8733,0.75,0.9503,0.5169972243306545,0.9997,0.9988,0.9999,0.0012,0.9995,False
Methotrexate,Cardiac Events in RA,negative,0,0,,2011-10-15,12.303,9999,0,0,0.8,unknown,27.9,90.15,90.15,30.99,23.33,0.0,25.0,36.35,1.0,3.428,0.27899999999999997,0.9015000000000001,0.3099,0.23329999999999998,0.0,0.25,0.3635,0.3784369282458248,0.0191,0.0083,0.0436,0.0353,0.9618,False
Duloxetine,Falls Elderly Low Risk,negative,0,0,,2010-12-24,14.505,9999,0,0,0.8,unknown,15.18,43.23,43.23,0.0,0.0,47.2,24.99,28.94,1.0,3.019,0.1518,0.43229999999999996,0.0,0.0,0.47200000000000003,0.24989999999999998,0.2894,0.3537880988133317,0.0027,0.0014,0.0055,0.0042,0.9945,False
Lithium,Thyroid Cancer,negative,0,0,,2012-01-24,13.977,9999,0,0,0.8,unknown,0.0,61.67,61.67,10.98,4.87,51.25,0.0,44.21,1.0,1.071,0.0,0.6167,0.10980000000000001,0.0487,0.5125,0.0,0.4421,0.1851637509949801,0.0067,0.0029,0.0151,0.0122,0.9867,False
Rivaroxaban,Fatal Bleeding,standard,1,1,2013-03-15,2012-09-15,4.342,130,0,0,0.6,2010-2015,38.81,68.58,68.58,63.21,41.58,91.45,100.0,58.19,1.0,24.245,0.3881,0.6858,0.6321,0.4158,0.9145,1.0,0.5819,0.8211524156715445,0.9984,0.994,0.9996,0.0056,0.9967,False
Codeine (Ped.),Respiratory Depression,silent_killer,1,0,2012-08-15,2012-02-16,4.26,744,0,0,0.8,2010-2015,32.44,5.77,5.77,38.48,42.53,32.98,35.0,51.08,1.0,10.306,0.32439999999999997,0.057699999999999994,0.3848,0.4253,0.3298,0.35,0.5108,0.6168466724636026,0.2959,0.1471,0.5059,0.3589,0.4083,True
Prasugrel,Bleeding,standard,1,0,2009-07-15,2009-01-15,7.876,958,0,0,0.6,2005-2010,81.36,48.25,48.25,76.45,71.93,84.62,50.0,85.24,1.0,13.894,0.8136,0.4825,0.7645000000000001,0.7193,0.8462000000000001,0.5,0.8523999999999999,0.6869476674673858,0.9999,0.9995,1.0,0.0004,0.9998,False
Lamotrigine,Bone Density Loss,negative,0,0,,2011-06-19,7.697,9999,0,0,0.8,unknown,35.52,22.47,22.47,15.95,49.88,49.59,63.51,50.69,1.0,1.072,0.3552,0.22469999999999998,0.1595,0.4988,0.4959,0.6351,0.5069,0.18528652907032803,0.6502,0.4155,0.8293,0.4139,0.3003,True
Bevacizumab,Arterial Thromboembolism,standard,1,0,2011-05-15,2010-11-15,2.579,978,1,0,1.0,2010-2015,100.0,67.33,67.33,64.54,55.69,35.61,35.0,76.83,1.0,16.3,1.0,0.6733,0.6454000000000001,0.5569,0.35609999999999997,0.35,0.7683,0.7250338056137309,0.9974,0.9892,0.9994,0.0102,0.9947,False
Antidepressants,Type 2 Diabetes,negative,0,1,,2011-08-29,10.302,9999,0,0,0.8,unknown,4.22,55.04,55.04,1.4,26.58,33.56,34.0,42.34,1.0,3.668,0.042199999999999994,0.5504,0.013999999999999999,0.2658,0.3356,0.34,0.42340000000000005,0.3918614044328185,0.0207,0.0094,0.0451,0.0357,0.9585,False
Nimesulide,Hepatotoxicity,silent_killer,1,0,2002-03-15,2001-09-15,3.302,313,1,0,1.0,2000-2005,100.0,2.97,2.97,62.96,76.08,67.17,85.0,69.56,1.0,7.188,1.0,0.0297,0.6296,0.7608,0.6717,0.85,0.6956,0.5347820234698766,0.9997,0.9988,0.9999,0.0011,0.9995,False
Amlodipine,Cancer,negative,0,0,,2013-09-20,4.318,9999,0,0,0.8,unknown,32.12,51.22,51.22,0.0,31.74,8.19,53.9,44.1,1.0,0.577,0.3212,0.5122,0.0,0.31739999999999996,0.0819,0.539,0.441,0.11585567380954093,0.0665,0.0298,0.1421,0.1123,0.8669,False
Pergolide,Cardiac Valvulopathy,standard,1,0,2007-01-15,2006-07-18,1.537,407,0,0,1.0,2005-2010,97.75,59.88,59.88,100.0,34.61,84.84,50.0,78.83,0.5362918909360607,23.379,0.9775,0.5988,1.0,0.3461,0.8484,0.5,0.7883,0.8122746032793321,0.9999,0.9993,1.0,0.0007,0.9997,False
Sildenafil,Hearing Loss Chronic,negative,0,1,,2010-04-11,11.461,9999,0,0,0.8,unknown,31.16,59.43,59.43,24.67,29.29,8.08,31.75,41.03,1.0,1.894,0.3116,0.5943,0.24670000000000003,0.2929,0.0808,0.3175,0.4103,0.2702662140876779,0.0406,0.0185,0.0869,0.0685,0.9188,False
Nefazodone,Hepatotoxicity,standard,1,0,2003-01-15,2002-07-18,2.03,68,0,0,0.8,2000-2005,59.29,72.27,72.27,94.51,51.19,35.38,100.0,71.21,1.0,18.958,0.5929,0.7227,0.9451,0.5119,0.3538,1.0,0.7121,0.7613842385446432,0.9997,0.9988,0.9999,0.0011,0.9994,False
Natalizumab,Progressive Multifocal Leuko.,silent_killer,1,0,2005-02-15,2004-08-18,6.932,238,0,1,1.0,2005-2010,81.57,2.6,2.6,14.27,64.76,41.15,75.0,55.78,1.0,13.561,0.8157,0.026000000000000002,0.1427,0.6476000000000001,0.4115,0.75,0.5578,0.681196719263709,0.9497,0.843,0.9851,0.1421,0.8993,False
Oral Contraceptives,Multiple Sclerosis,negative,0,0,,2014-05-15,9.911,9999,0,0,0.8,unknown,0.0,90.65,90.65,29.43,12.74,15.55,8.71,33.65,1.0,3.887,0.0,0.9065000000000001,0.2943,0.1274,0.1555,0.08710000000000001,0.33649999999999997,0.40352212089036416,0.0034,0.0015,0.0076,0.0061,0.9932,False
Fenfluramine,Cardiac Valvulopathy,standard,1,0,1997-09-15,1997-03-18,7.092,566,0,0,1.0,2000-2005,100.0,48.51,48.51,77.79,54.24,42.56,50.0,84.91,1.0,17.061,1.0,0.4851,0.7779,0.5424,0.42560000000000003,0.5,0.8491,0.7359825149307221,0.9996,0.9985,0.9999,0.0014,0.9993,False
Beta Blockers,Depression (Systematic),negative,0,0,,2011-02-12,11.331,9999,0,0,0.8,unknown,71.54,83.88,83.88,20.63,43.94,2.75,23.23,32.53,1.0,3.684,0.7154,0.8388,0.20629999999999998,0.43939999999999996,0.0275,0.2323,0.32530000000000003,0.39273166970671125,0.0507,0.0212,0.1164,0.0952,0.8986,False
Pemoline,Hepatotoxicity,silent_killer,1,0,2005-10-15,2005-04-17,5.779,377,0,0,1.0,2005-2010,47.91,80.06,80.06,35.76,41.84,11.82,50.0,61.27,1.0,12.554,0.47909999999999997,0.8006,0.3576,0.41840000000000005,0.1182,0.5,0.6127,0.6629698135692186,0.8098,0.5926,0.9257,0.3331,0.6196,True
Cisapride,QT Prolongation,standard,1,1,2000-03-15,1999-09-16,2.013,893,0,0,0.6,2000-2005,75.33,49.61,49.61,81.87,100.0,51.34,50.0,80.75,1.0,11.537,0.7533,0.4961,0.8187000000000001,1.0,0.5134000000000001,0.5,0.8075,0.6431323533495014,0.9998,0.9991,0.9999,0.0009,0.9996,False
Efalizumab,PML,silent_killer,1,0,2009-02-15,2008-08-18,6.992,1003,1,0,0.8,2005-2010,81.06,45.73,45.73,66.33,25.75,70.69,80.0,72.41,1.0,8.051,0.8106,0.4573,0.6633,0.2575,0.7069,0.8,0.7241,0.5602677876940035,0.9991,0.9965,0.9998,0.0033,0.9983,False
Cisapride,QT Prolongation,standard,1,0,2000-03-15,1999-09-16,2.883,293,0,0,0.8,2000-2005,100.0,78.8,78.8,56.8,0.0,92.42,75.0,55.32,1.0,19.892,1.0,0.7879999999999999,0.568,0.0,0.9242,0.75,0.5532,0.7730165562983279,0.996,0.9851,0.9989,0.0138,0.992,False
Natalizumab,Progressive Multifocal Leuko.,silent_killer,1,1,2005-02-15,2004-08-18,3.803,975,0,1,0.8,2005-2010,95.51,0.0,0.0,3.68,67.57,29.98,30.0,68.38,1.0,20.589,0.9551000000000001,0.0,0.0368,0.6757,0.2998,0.3,0.6838,0.781363217164245,0.8779,0.6634,0.9633,0.2999,0.7559,False
